album,album_order,year,track_num,title,n_lines,n_words,full_text,tokens,types,ttr,hapax_ratio,order,log_tokens
Sgt. Pepper's Lonely Hearts Club Band,3,1967,2,With a Little Help from My Friends,46,322,"Billy Shears!
What would you think if I sang out of tune?
Would you stand up and walk out on me?
Lend me your ears and I'll sing you a song
And I'll try not to sing out of key
Oh, I get by with a little help from my friends
Mm, I get high with a little help from my friends
Mm, gonna try with a little help from my friends
[Verse 2: Ringo Starr,
John Lennon, Paul McCartney & George Harrison
]
What do I do when my love is away?
(
Does it worry you to be alone?
)
How do I feel by the end of the day?
(
Are you sad because you're on your own?
)
No, I get by with a little help from my friends
Mm, get high with a little help from my friends
Mm, I'm gonna try with a little help from my friends
[Bridge: Ringo Starr,
John Lennon, Paul McCartney & George Harrison
]
Do you need anybody?
I need somebody to love
Could it be anybody?
I want somebody to love
Would you believe in a love at first sight?
Yes, I'm certain that it happens all the time
What do you see when you turn out the light?
I can't tell you, but I know it's mine
Oh, I get by with a little help from my friends
Mm, get high with a little help from my friends
Oh, I'm gonna try with a little help from my friends
Do you need anybody?
I just need someone to love
Could it be anybody?
I want somebody to love
Oh, I get by with a little help from my friends
Mm, gonna try with a little help from my friends
Oh, I get high with a little help from my friends
Yes, I get by with a little help from my friends
With a little help from my friends
(Ah-ah-ah-ah-ah-ah-ah-ah-ah)",321,101,0.3146417445482866,0.5148514851485149,3.0,5.771441123130016
Sgt. Pepper's Lonely Hearts Club Band,3,1967,3,Lucy in the Sky with Diamonds,40,223,"Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes
Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone
Lucy in the sky
with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high (Ah)
Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Picture yourself on a train in a station
With plasticine porters with looking-glass ties
Suddenly, someone is there at the turnstile
The girl with kaleidoscope eyes
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds",224,90,0.4017857142857143,0.7555555555555555,3.0,5.4116460518550396
Sgt. Pepper's Lonely Hearts Club Band,3,1967,4,Getting Better,50,289,"It's getting better all the time
I used to get mad at my school (
Now, I can't complain
)
The teachers who taught me weren't cool (
Now, I can't complain
)
You're holding me down (Ah-ah), turning me 'round (
Ah-oh
)
Filling me up with your rules (Fool, you fool)
I've got to admit it's getting better (Better)
A little better all the time (
It can't get no worse
)
I have to admit it's getting better (Better)
It's getting better since you've been mine
Me used to be angry young man
Me hiding me head in the sand
You gave me the word, I finally heard
I'm doing the best that I can
I've got to admit it's getting better (Better)
A little better all the time (
It can't get no worse
)
I have to admit it's getting better (Better)
It's getting better since you've been mine
Getting so much better all the time
It's getting better all the time
(Better, better, better)
It's getting better all the time
(Better, better, better)
I used to be cruel to my woman
I beat her and kept her apart from the things that she loved
Man, I was mean but I'm changing my scene
And I'm doing the best that I can (
Fool, you fool
)
I've got to admit it's getting better (Better)
A little better all the time (
It can't get no worse
)
Yes, I admit it's getting better (Better)
It's getting better since you've been mine
Getting so much better all the time
It's getting better all the time
(Better, better, better)
It's getting better all the time
(Better, better, better)
Getting so much better all the time",277,86,0.3104693140794224,0.5116279069767442,3.0,5.6240175061873385
Sgt. Pepper's Lonely Hearts Club Band,3,1967,5,Fixing a Hole,29,196,"I'm fixing a hole where the rain gets in
And stops my mind from wandering
Where it will go
I'm filling the cracks that ran through the door
And kept my mind from wandering
Where it will go
And it really doesn't matter if I'm wrong, I'm right
Where I belong, I'm right, where I belong
See the people standing there who disagree and never win
And wonder why they don't get in my door
I'm painting the room in a colourful way
And when my mind is wandering
There I will go
Ooh-ooh-ooh, ah-ah
Hey, hey, hey, hey
And it really doesn't matter if I'm wrong, I'm right
Where I belong, I'm right, where I belong
Silly people run around, they worry me
And never ask me why they don't get past my door
I'm taking the time for a number of things
That weren't important yesterday
And I still go
Ooh-ooh-ooh, ah-ah
I'm fixing a hole where the rain gets in
And stops my mind from wandering
Where it will go, where it will go
I'm fixing a hole where the rain gets in
And stops my mind from wandering
Where it will go",202,72,0.3564356435643564,0.4583333333333333,3.0,5.308267697401205
Sgt. Pepper's Lonely Hearts Club Band,3,1967,6,She's Leaving Home,58,256,"Wednesday morning at 5 o'clock as the day begins
Silently closing her bedroom door
Leaving the note that she hoped would say more
She goes downstairs to the kitchen clutching her handkerchief
Quietly turning the backdoor key
Stepping outside, she is free
[Chorus: Paul McCartney &
John Lennon
]
She (
We gave her most of our lives
)
Is leaving (
Sacrificed most of our lives
)
Home (
We gave her everything money could buy
)
She's leaving home after living alone (
Bye-bye
)
For so many years
Father snores as his wife gets into her dressing gown
Picks up the letter that's lying there
Standing alone at the top of the stairs
She breaks down and cries to her husband, ""Daddy, our baby's gone
Why would she treat us so thoughtlessly?
How could she do this to me?""
She (
We never thought of ourselves
)
Is leaving (
Never a thought for ourselves
)
Home (
We struggled hard all our lives to get by
)
She's leaving home after living alone (
Bye-bye
)
For so many years
Friday morning at 9 o'clock, she is far away
Waiting to keep the appointment she made
Meeting a man from the motor trade
She (
What did we do that was wrong?
)
Is having (
We didn't know it was wrong
)
Fun (
Fun is the one thing that money can't buy
)
Something inside that was always denied (
Bye-bye
)
For so many years
She's leaving home (Bye-bye)",232,131,0.5646551724137931,0.7022900763358778,3.0,5.44673737166631
Sgt. Pepper's Lonely Hearts Club Band,3,1967,7,Being for the Benefit of Mr. Kite!,21,150,"For the benefit of Mr. Kite
There will be a show tonight on trampoline
The Hendersons will all be there
Late of Pablo Fanque's Fair, what a scene
Over men and horses, hoops and garters
Lastly through a hogshead of real fire
In this way, Mr. K. will challenge the world
The celebrated Mr. K
Performs his feat on Saturday at Bishopsgate
The Hendersons will dance and sing
As Mr. Kite flies through the ring, don't be late
Messrs. K. and H. assure the public
Their production will be second to none
And of course Henry the Horse dances the waltz
The band begins at ten to six
When Mr. K. performs his tricks without a sound
And Mr. H. will demonstrate
Ten somersets he'll undertake on solid ground
Having been some days in preparation
A splendid time is guaranteed for all
And tonight, Mr. Kite is topping the bill",150,91,0.6066666666666667,0.7252747252747253,3.0,5.0106352940962555
Sgt. Pepper's Lonely Hearts Club Band,3,1967,8,Within You Without You,18,170,"We were talking about the space between us all
And the people who hide themselves behind a wall of illusion
Never glimpse the truth, then it's far too late when they pass away
We were talking about the love we all could share, when we find it
To try our best to hold it there, with our love
With our love, we could save the world if they only knew
Try to realise it's all within yourself
No one else can make you change
And to see you're really only very small
And life flows on within you and without you
(Talk) We were talking about the love that's gone so cold
And the people, who gain the world and lose their soul
They don't know, they can't see, are you one of them?
When you've seen beyond yourself
Then you may find, peace of mind is waiting there
And the time will come when you see we're all one
And life flows on within you and without you
(*Laughing*)",170,94,0.5529411764705883,0.6382978723404256,3.0,5.135798437050262
Sgt. Pepper's Lonely Hearts Club Band,3,1967,9,When I'm Sixty-Four,32,200,"When I get older, losing my hair
Many years from now
Will you still be sending me a valentine
Birthday greetings, bottle of wine?
If I'd been out till quarter to three
Would you lock the door?
Will you still need me, will you still feed me
When I'm sixty-four?
Ooh, you'll be older too (Ah)
And if you say the word
I could stay with you
I could be handy mending a fuse
When your lights have gone
You can knit a sweater by the fireside
Sunday mornings go for a ride
Doing the garden, digging the weeds
Who could ask for more?
Will you still need me, will you still feed me
When I'm sixty-four?
Every summer, we can rent a cottage
In the Isle of Wight, if it's not too dear
We shall scrimp and save (We shall scrimp and save)
Grandchildren on your knee
Vera, Chuck, and Dave
Send me a postcard, drop me a line
Stating point of view
Indicate precisely what you mean to say
Yours sincerely, wasting away
Give me your answer, fill in a form
Mine for evermore
Will you still need me, will you still feed me
When I'm sixty-four? Woo",203,117,0.5763546798029556,0.7435897435897436,3.0,5.313205979041787
Sgt. Pepper's Lonely Hearts Club Band,3,1967,10,Lovely Rita,74,323,"Ahh-ah
Lovely Rita, meter maid
Lovely Rita, meter maid
[Chorus: Paul McCartney,
John Lennon, Paul McCartney & George Harrison
]
(Ah) Lovely Rita (
Oh
), meter maid
Nothing can come between us
When it gets dark, I tow your heart away
Standing by a parking meter
When I caught a glimpse of Rita
Filling in a ticket in her little white book
In a cap, she looked much older (Tchic, tchic, tchic, tchic, tchic, tchic, tchic, tchic)
And the bag across her shoulder (Tchic, tchic, tchic, tchic, tchic, tchic, tchic, tchic)
Made her look a little like a military man (Tchic, tchic, tchic, tchic, tchic, tchic, tchic, tchic)
Tchic, tchic, tchic, tchic, tchic, tchic
Lovely Rita, meter maid
May I inquire discreetly (
Lovely Rita
)
When are you free to take some tea with me? (
Lovely Rita maid
)
Ahh-ah-ah
Rita
Took her out and tried to win her
Had a laugh and over dinner
Told her I would really like to see her again
Got the bill and Rita paid it (Tchic, tchic, tchic, tchic, tchic, tchic, tchic, tchic)
Took her home, I nearly made it (Tchic, tchic, tchic, tchic, tchic, tchic, tchic, tchic)
Sitting on the sofa with a sister or two (Tchic, tchic, tchic, tchic, tchic, tchic, tchic, tchic)
Tchic, tchic, tchic, tchic
(Tchic, tchic, tchic) Oh, lovely Rita, meter maid
Where would I be without you?
Give us a wink and make me think of you
Lovely Rita, meter maid (Lovely meter maid)
Lovely Rita, meter maid (Rita, meter maid)
Lovely Rita, meter maid (Oh, Lovely Rita, meter, meter maid)
Lovely Rita, meter maid (Da, da, da, da, da)
Da, da
(Ah),
da, da
(Ah),
da, da
(Ah),
da, da-da
(Ah)
Da, da
(Ah),
da, da-da
(Ah),
da-woo, woo
Oh
(Ah),
ah
(Ooh),
ah
(Ah),
ah
(Ah)
Ah
(Ha-ha-ha-ha-ha),
ah
(Ha-ha-ha-ha-ha),
ah
(Ha-ha-ha-ha-ha),
ah
Ah
(Ohh),
ah, ah, ah, ah (
I don't believe it
)",331,108,0.32628398791540786,0.7037037037037037,3.0,5.802118375377063
Sgt. Pepper's Lonely Hearts Club Band,3,1967,11,Good Morning Good Morning,42,276,"(*Rooster crowing*)
Good morning, good morning
Good morning, good morning
Good morning
Nothing to do to save his life, call his wife in
Nothing to say but what a day, how's your boy been?
Nothing to do, it's up to you
I've got nothing to say but it's okay
Good morning, good morning
Good morning
Going to work, don't want to go, feeling low down
Heading for home, you start to roam, then you're in town
Everybody knows there's nothing doing
Everything is closed, it's like a ruin
Everyone you see is half asleep
And you're on your own, you're in the street
After a while, you start to smile, now you feel cool
Then you decide to take a walk by the old school
Nothing has changed, it's still the same
I've got nothing to say but it's okay
Good morning, good morning
Good morning
People running round, it's five o'clock
Everywhere in town, it's getting dark
Everyone you see is full of life
It's time for tea and Meet the Wife
Somebody needs to know the time, glad that I'm here
Watching the skirts, you start to flirt, now you're in gear
Go to a show, you hope she goes
I've got nothing to say, but it's okay
Good morning, good morning, good
Good morning, good morning, good
Good morning, good morning, good
Good morning, good morning, good
Good morning, good morning, good
Guten Morgen, guten Morgen, gut
Guten Morgen, guten Morgen, gut
Guten Morgen, guten Morgen, gut
Guten Morgen, guten Morgen, gut (Ja! Ja!)
Guten Morgen, guten Morgen, gut (Ja!)
Guten Morgen, guten Morgen, gut (Gewözei teuer)
Guten Morgen, guten Morgen, good morning",277,113,0.40794223826714804,0.6902654867256637,3.0,5.6240175061873385
Sgt. Pepper's Lonely Hearts Club Band,3,1967,12,Sgt. Pepper's Lonely Hearts Club Band (Reprise),22,107,"One, two, three, four!
(Bye!)
Twist it! (What?)
Twist it! (Ah)
(Shake it)
Woo!
We're Sgt. Pepper's Lonely Hearts Club Band
We hope you have enjoyed the show
Sgt. Pepper's Lonely Hearts Club Band
We're sorry but it's time to go
Sgt. Pepper's Lonely, Sgt. Pepper's Lonely
Sgt. Pepper's Lonely, Sgt. Pepper's Lonely
Sgt. Pepper's Lonely Hearts Club Band
We'd like to thank you once again
Sgt. Pepper's one and only Lonely Hearts Club Band
It's getting very near the end
Sgt. Pepper's Lonely, Sgt. Pepper's Lonely
Sgt. Pepper's Lonely Hearts Club Band
(Woo!)
Band band!
(Ooh...oh my god, it kills me)
Band band, band band, band!",108,48,0.4444444444444444,0.6875,3.0,4.68213122712422
Sgt. Pepper's Lonely Hearts Club Band,3,1967,13,A Day in the Life,82,406,"I read the news today, oh, boy
About a lucky man who made the grade
And though the news was rather sad
Well, I just had to laugh
I saw the photograph
He blew his mind out in a car
He didn't notice that the lights had changed
A crowd of people stood and stared
They'd seen his face before
Nobody was really sure if he was from the House of Lords
I saw a film today, oh, boy
The English Army had just won the war
A crowd of people turned away
But I just had to look
Having read the book
I'd love to turn you on
(One, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty, twenty-one, twenty-two, twenty-three, twenty-four)
[Bridge: Paul McCartney,
John Lennon & Paul McCartney
]
Woke up, fell out of bed
Dragged a comb across my head
Found my way downstairs and drank a cup
And looking up, I noticed I was late
Found my coat and grabbed my hat
Made the bus in seconds flat (Ooh-oh-oh)
Found my way upstairs and had a smoke (*Laughter*)
And somebody spoke and I went into a dream
Ah, ah-ah-ah
Ah-ah-ah
(
Ooh
),
ah-ah-ah
(
Ooh-ooh
)
Ah-ah-ah
(
Ooh-ooh
),
ah, ah-ah-ah
(
Ooh
)
Ah-ah-ah
(
Ooh-ooh
),
ah-ah
(
Ooh
)
I read the news today, oh, boy
Four thousand holes in Blackburn, Lancashire
And though the holes were rather small
They had to count them all
Now they know how many holes it takes to fill the Albert Hall
I'd love to turn you on
(One, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty, twenty-one, twenty-two, twenty-three, twenty-four)
(*Laughter*)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(…been so high)
(Never could see any other way) (Ba-ba-ba-ba-ba)
(Never could see any other way) (Ba-ba-ba-ba-ba)",462,156,0.33766233766233766,0.5576923076923077,3.0,6.135564891081739
Abbey Road,4,1969,1,Come Together,51,220,"Shoot me
Shoot me
Shoot me
Shoot me
Here come old flat-top, he come grooving up slowly
He got ju-ju eyeball, he one holy roller
He got hair down to his knee
Got to be a joker, he just do what he please
Shoot me
Shoot me
Shoot me
Shoot me
He wear no shoeshine, he got toe-jam football
He got monkey finger, he shoot Coca-Cola
He say, ""I know you, you know me""
One thing I can tell you is you got to be free
Come together right now
Over me
Shoot me
Shoot me
Shoot me
Shoot me
He bag production, he got walrus gumboot
He got Ono sideboard, he one spinal cracker
He got feet down below his knee
Hold you in his armchair, you can feel his disease
Come together right now
Over me
Shoot me
Right
Come, come, come, come, come
He roller-coaster, he got early warnin'
He got muddy water, he one mojo filter
He say, ""One and one and one is three""
Got to be good-lookin', 'cause he's so hard to see
Come together right now
Over me
Shoot me
Shoot me
Shoot me
Oh
Come together, yeah
Come together, yeah
Come together, yeah
Come together, yeah
Come together, yeah
Come together, yeah
Come together, yeah
Oh
Come together, yeah
Come together, yeah",226,85,0.37610619469026546,0.6941176470588235,4.0,5.420534999272286
Abbey Road,4,1969,2,Something,19,127,"Something in the way she moves
Attracts me like no other lover
Something in the way she woos me
I don't want to leave her now
You know I believe and how
Somewhere in her smile, she knows
That I don't need no other lover
Something in her style that shows me
I don't want to leave her now
You know I believe and how
You're asking me, will my love grow?
I don't know, I don't know
You stick around, now, it may show
I don't know, I don't know
Something in the way she knows
And all I have to do is think of her
Something in the things she shows me
I don't want to leave her now
You know I believe and how",127,50,0.3937007874015748,0.52,4.0,4.844187086458591
Abbey Road,4,1969,3,Maxwell's Silver Hammer,39,242,"Joan was quizzical, studied pataphysical
Science in the home
Late nights all alone with a test tube, oh, oh, oh, oh
Maxwell Edison, majoring in medicine
Calls her on the phone
""Can I take you out to the pictures, Joa-oa-oa-oan?""
But as she's getting ready to go
A knock comes on the door
Bang! Bang! Maxwell's silver hammer
Came down upon her head
Clang! Clang! Maxwell's silver hammer
Made sure that she was dead
Back in school again, Maxwell plays the fool again
Teacher gets annoyed
Wishing to avoid an unpleasant sce-e-e-ene
She tells Max to stay when the class has gone away
So he waits behind
Writing fifty times ""I must not be so, o, o, o""
But when she turns her back on the boy
He creeps up from behind
Bang! Bang! Maxwell's silver hammer
Came down upon her head (Do-do-do-do-do)
Clang! Clang! Maxwell's silver hammer
Made sure that she was dead (Do-do-do-do-do)
P. C. 31 said, ""We caught a dirty one""
Maxwell stands alone
Painting testimonial pictures, oh, oh, oh, oh
Rose and Valerie, screaming from the gallery
Say he must go free (Maxwell must go free)
The judge does not agree and he tells them so-o-o-o
But as the words are leaving his lips
A noise comes from behind
Bang! Bang! Maxwell's silver hammer
Came down upon his head (Do-do-do-do-do)
Clang! Clang! Maxwell's silver hammer
Made sure that he was dead
Whoa, whoa, whoa-oa
(Do-do-do-do-do)
(Silver hammer man)",267,128,0.4794007490636704,0.625,4.0,5.58724865840025
Abbey Road,4,1969,4,Oh! Darling,25,174,"Oh! Darling, please believe me
I'll never do you no harm
Believe me when I tell you
I'll never do you no harm
Oh! Darling, if you leave me
I'll never make it alone
Believe me when I beg you (Woo)
Don't ever leave me alone
When you told me you didn't need me anymore
Well, you know I nearly broke down and cried
When you told me – you didn't need me anymore
Well, you know I nearly fell down and died
Oh! Darling, if you leave me
I'll never make it alone
Believe me when I tell you
I'll never do you no harm
(Believe me, darling)
When you told me (Woo) you didn't need me anymore
Well, you know I nearly broke down and cried
When you told me – you didn't need me anymore
Well, you know I nearly fell down and died
Oh! Darling, please believe me
I'll never let you down (Oh! Believe me, darling)
Believe me when I tell you (Woo)
I'll never do you no harm",172,37,0.21511627906976744,0.10810810810810811,4.0,5.147494476813453
Abbey Road,4,1969,5,Octopus's Garden,26,188,"I'd like to be under the sea
In an octopus's garden in the shade
He'd let us in, knows where we've been
In his octopus's garden in the shade
I'd ask my friends to come and see
An octopus's garden with me
I'd like to be under the sea
In an octopus's garden in the shade
We would be warm below the storm
In our little hideaway beneath the waves
Resting our head on the seabed
In an octopus's garden near a cave
We would sing and dance around
Because we know we can't be found
I'd like to be under the sea
In an octopus's garden in the shade
We would shout and swim about
The coral that lies beneath the waves (Lies beneath the ocean waves)
Oh, what joy for every girl and boy
Knowing they're happy and they're safe (Happy and they're safe)
We would be so happy, you and me
No one there to tell us what to do
I'd like to be under the sea
In an octopus's garden with you
In an octopus's garden with you
In an octopus's garden with you",188,77,0.4095744680851064,0.6493506493506493,4.0,5.236441962829949
Abbey Road,4,1969,6,I Want You (She's So Heavy),32,171,"I want you, I want you so bad
I want you, I want you so bad, it's driving me mad
It's driving me mad
I want you, I want you so bad, babe
I want you, I want you so bad, it's driving me mad
It's driving me—
I want you, I want you so bad, babe
I want you, I want you so bad, it's driving me mad
It's driving me mad
I want you, I want you so bad
I want you, I want you so bad, it's driving me mad
It's driving me—
She's so
Heavy
Heavy (
Heavy,
heavy
)
She's so
Heavy
She's so heavy (
Heavy,
heavy
)
I want you, I want you so bad
I want you, I want you so bad, it's driving me mad
It's driving me mad
I want you, you know I want you so bad, babe
I want you, you know I want you so bad, it's driving me mad
It's driving me mad
Yeah (Na-na-na)
She's so—",169,15,0.08875739644970414,0.06666666666666667,4.0,5.1298987149230735
Abbey Road,4,1969,7,Here Comes the Sun,40,164,"[Chorus: George Harrison,
George Harrison & Paul McCartney
]
Here comes the sun, doo-d-doo-doo
Here comes the sun
And I say,
""It's alright""
Little darling
It's been a long, cold, lonely winter
Little darling
It feels like years since it's been here
Here comes the sun, doo-d-doo-doo
Here comes the sun
And I say,
""It's alright""
Little darling
The smile's returning to the faces
Little darling
It seems like years since it's been here
Here comes the sun
Here comes the sun
And I say, ""It's alright""
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Little darling
I feel that ice is slowly melting
Little darling
It seems like years since it's been clear
But
here comes the sun, doo-d-doo-doo
Here comes the sun
And I say,
""It's alright""
Here comes the sun, doo-d-doo-doo
Here comes the sun
It's alright
It's alright",174,42,0.2413793103448276,0.5,4.0,5.159055299214529
Abbey Road,4,1969,8,Because,20,61,"Ah
Because the world is round
It turns me on
Because the world is round
Ah
Because the wind is high
It blows my mind
Because the wind is high
Ah
Love is old
Love is new
Love is all
Love is you
Because the sky is blue
It makes me cry
Because the sky is blue
Ah
Ah
Ah
Ah",61,24,0.39344262295081966,0.4583333333333333,4.0,4.110873864173311
Abbey Road,4,1969,9,You Never Give Me Your Money,47,257,"You never give me your money
You only give me your funny paper
And in the middle of negotiations
You break down
I never give you my number
I only give you my situation
And in the middle of investigation
I break down
Out of college, money spent
See no future, pay no rent
All the money's gone, nowhere to go
Any jobber got the sack
Monday morning, turning back
Yellow lorry slow, nowhere to go
But oh, that magic feeling, nowhere to go
Oh, that magic feeling, nowhere to go
Nowhere to go
Ah-ooh
Ah-ooh
Ah-ooh
Ah-ooh
One sweet dream
Pick up the bags, get in the limousine
Soon, we'll be away from here
Step on the gas and wipe that tear away
One sweet dream came true today
Came true today
Came true today
Yes, it did, ha-ha-ha-ha-ha-ha-ha-ha-ha
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven
One, two, three, four, five, six, seven
All good children go to Heaven",269,89,0.3308550185873606,0.5056179775280899,4.0,5.594711379601839
Abbey Road,4,1969,10,Sun King,8,46,"Ah, here come the sun king
Here come the sun king
Everybody's laughing (Ooh)
Everybody's happy (Ooh)
Here come the sun king
Quando para mucho mi amore de felice corazón
Mundo paparazzi mi amore chicka ferdy parasol
Questo obrigado tanta mucho cake and eat it carousel",47,32,0.6808510638297872,0.6875,4.0,3.8501476017100584
Abbey Road,4,1969,11,Mean Mr. Mustard,14,85,"Mean Mr. Mustard sleeps in the park
Shaves in the dark trying to save paper
Sleeps in a hole in the road
Saving up to buy some clothes
Keeps a ten-bob note up his nose
Such a mean old man
Such a mean old man
His sister Pam works in a shop
She never stops, she's a go-getter
Takes him out to look at the Queen
Only place that he's ever been
Always shouts out something obscene
Such a dirty old man
Dirty old man",87,57,0.6551724137931034,0.7719298245614035,4.0,4.465908118654584
Abbey Road,4,1969,12,Polythene Pam,12,85,"Well, you should see Polythene Pam
She's so good-looking, but she looks like a man (Ah-ah-ah)
Well, you should see her in drag dressed in her polythene bag (Ohh-ohh)
Yes, you should see Polythene Pam (Ohh)
Yeah, yeah, yeah
Get a dose of her in jackboots and kilt
She's killer-diller when she's dressed to the hilt (Ah-ah-ah)
She's the kind of a girl that makes
The News of the World (Ohh-ohh)
Yes, you could say she was attractively built (Ohh)
Yeah, yeah, yeah
(Hey!) Great!",93,50,0.5376344086021505,0.64,4.0,4.532599493153256
Abbey Road,4,1969,13,She Came In Through the Bathroom Window,24,141,"Oh, listen to that Mal
Heh, heh, heh, heh
Oh, look out! He's c—
She came in through the bathroom window
Protected by a silver spoon
But now she sucks her thumb and wanders
By the banks of her own lagoon
Didn't anybody tell her?
Didn't anybody see?
Sunday's on the phone to Monday
Tuesday's on the phone to me
She said she'd always been a dancer
She worked at fifteen clubs a day
And though she thought I knew the answer
Well, I knew what I could not say
And so I quit the police department
And got myself a steady job
And though she tried her best to help me
She could steal, but she could not rob
Didn't anybody tell her?
Didn't anybody see?
Sunday's on the phone to Monday
Tuesday's on the phone to me
Oh, yeah",141,77,0.5460992907801419,0.6753246753246753,4.0,4.948759890378168
Abbey Road,4,1969,14,Golden Slumbers,12,83,"Once there was a way to get back homeward
Once there was a way to get back home
Sleep, pretty darling, do not cry
And I will sing a lullaby
Golden slumbers fill your eyes
Smiles awake you when you rise
Sleep, pretty darling, do not cry
And I will sing a lullaby
Once there was a way to get back homeward
Once there was a way to get back home
Sleep, pretty darling, do not cry
And I will sing a lullaby",83,31,0.37349397590361444,0.2903225806451613,4.0,4.418840607796598
Abbey Road,4,1969,15,Carry That Weight,12,70,"Boy, you're gonna carry that weight
Carry that weight a long time
Boy, you're gonna carry that weight
Carry that weight a long time
I never give you my pillow
I only send you my invitations
And in the middle of the celebrations
I break down
Boy, you're gonna carry that weight
Carry that weight a long time
Boy, you're gonna carry that weight
Carry that weight a long time",70,26,0.37142857142857144,0.5,4.0,4.248495242049359
Abbey Road,4,1969,16,The End,17,75,"Oh yeah! Alright!
Are you gonna be in my dreams tonight?
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
Love you, love you
And in the end, the love you take
Is equal to the love you make
Ah",75,21,0.28,0.8095238095238095,4.0,4.31748811353631
Abbey Road,4,1969,17,Her Majesty,5,66,"Her Majesty's a pretty nice girl, but she doesn't have a lot to say
Her Majesty's a pretty nice girl, but she changes from day to day
I wanna tell her that I love her a lot, but I gotta get a belly full of wine
Her Majesty's a pretty nice girl, someday, I'm gonna make her mine, oh, yeah
Someday, I'm gonna make her mine",66,34,0.5151515151515151,0.5,4.0,4.189654742026425
